,Model,Method,Rejection Rate,Accuracy,Precision,Recall,F1-Score,AU-ARC
8,XGBoost,min,0.4,0.9966013918109726,0.9285714285714286,0.3939393939393939,0.5531914893617021,0.9335617746588635
9,XGBoost,min,0.45,0.9980579096045198,0.8333333333333334,0.3333333333333333,0.47619047619047616,0.9335617746588635
10,XGBoost,min,0.5,0.9986405127209167,0.5,0.14285714285714285,0.2222222222222222,0.9335617746588635
11,XGBoost,min,0.55,0.998705501618123,0.0,0.0,0.0,0.9335617746588635
12,XGBoost,min,0.6,0.9990291262135922,0.0,0.0,0.0,0.9335617746588635
13,XGBoost,min,0.65,0.9991678224687933,0.0,0.0,0.0,0.9335617746588635
14,XGBoost,min,0.7000000000000001,0.9996763754045307,0.0,0.0,0.0,0.9335617746588635
15,XGBoost,min,0.75,0.9996116504854369,0.0,0.0,0.0,0.9335617746588635
16,XGBoost,min,0.8,1.0,0.0,0.0,0.0,0.9335617746588635
17,XGBoost,min,0.85,1.0,0.0,0.0,0.0,0.9335617746588635
18,XGBoost,min,0.9,1.0,0.0,0.0,0.0,0.9335617746588635
19,XGBoost,min,0.9500000000000001,1.0,0.0,0.0,0.0,0.9335617746588635
